patch_id,x0,y0,patch_size_L0_w,patch_size_L0_h
CML_wsi_sample_x125488_y0_l0_p1012,125488,0,1012,1013
CML_wsi_sample_x126500_y0_l0_p1012,126500,0,1012,1013
CML_wsi_sample_x127512_y0_l0_p1012,127512,0,1012,1013
CML_wsi_sample_x128524_y0_l0_p1012,128524,0,1012,1013
CML_wsi_sample_x129536_y0_l0_p1012,129536,0,1012,1013
CML_wsi_sample_x130548_y0_l0_p1012,130548,0,1012,1013
CML_wsi_sample_x131560_y0_l0_p1012,131560,0,1012,1013
CML_wsi_sample_x132572_y0_l0_p1012,132572,0,1012,1013
CML_wsi_sample_x133584_y0_l0_p1012,133584,0,1012,1013
CML_wsi_sample_x134596_y0_l0_p1012,134596,0,1012,1013
CML_wsi_sample_x3036_y1013_l0_p1012,3036,1013,1012,1013
CML_wsi_sample_x4048_y1013_l0_p1012,4048,1013,1012,1013
CML_wsi_sample_x7084_y1013_l0_p1012,7084,1013,1012,1013
CML_wsi_sample_x8096_y1013_l0_p1012,8096,1013,1012,1013
CML_wsi_sample_x9108_y1013_l0_p1012,9108,1013,1012,1013
CML_wsi_sample_x10120_y1013_l0_p1012,10120,1013,1012,1013
CML_wsi_sample_x11132_y1013_l0_p1012,11132,1013,1012,1013
CML_wsi_sample_x12144_y1013_l0_p1012,12144,1013,1012,1013
CML_wsi_sample_x13156_y1013_l0_p1012,13156,1013,1012,1013
CML_wsi_sample_x14168_y1013_l0_p1012,14168,1013,1012,1013
CML_wsi_sample_x15180_y1013_l0_p1012,15180,1013,1012,1013
CML_wsi_sample_x16192_y1013_l0_p1012,16192,1013,1012,1013
CML_wsi_sample_x17204_y1013_l0_p1012,17204,1013,1012,1013
CML_wsi_sample_x18216_y1013_l0_p1012,18216,1013,1012,1013
CML_wsi_sample_x19228_y1013_l0_p1012,19228,1013,1012,1013
CML_wsi_sample_x20240_y1013_l0_p1012,20240,1013,1012,1013
CML_wsi_sample_x21252_y1013_l0_p1012,21252,1013,1012,1013
